home_team,away_team,home_r_win,away_r_win,home_Ave_goal,away_Ave_goal,result
Belgium,USA,0.4166666666666667,0.24242424242424246,1.4166666666666667,1.1212121212121209,0
France,Mexico,0.5151515151515151,0.2807017543859649,1.818181818181818,1.0526315789473684,1
Brazil,Yugoslavia,0.6697247706422018,0.42424242424242425,2.1009174311926606,1.6666666666666667,0
Peru,Romania,0.2777777777777778,0.3809523809523809,1.1666666666666667,1.4285714285714286,0
Argentina,France,0.5308641975308642,0.5151515151515151,1.6913580246913582,1.818181818181818,1
Chile,Mexico,0.3333333333333333,0.2807017543859649,1.2121212121212122,1.0526315789473684,1
Bolivia,Yugoslavia,0.0,0.42424242424242425,0.16666666666666666,1.6666666666666667,0
Paraguay,USA,0.25925925925925924,0.24242424242424246,1.1111111111111112,1.1212121212121209,0
Uruguay,Peru,0.42857142857142855,0.2777777777777778,1.5535714285714286,1.1666666666666667,1
Argentina,Mexico,0.5308641975308642,0.2807017543859649,1.6913580246913582,1.0526315789473684,1
Chile,France,0.3333333333333333,0.5151515151515151,1.2121212121212122,1.818181818181818,1
Belgium,Paraguay,0.4166666666666667,0.25925925925925924,1.4166666666666667,1.1111111111111112,0
Bolivia,Brazil,0.0,0.6697247706422018,0.16666666666666666,2.1009174311926606,0
Uruguay,Romania,0.42857142857142855,0.3809523809523809,1.5535714285714286,1.4285714285714286,1
Argentina,Chile,0.5308641975308642,0.3333333333333333,1.6913580246913582,1.2121212121212122,1
Argentina,USA,0.5308641975308642,0.24242424242424246,1.6913580246913582,1.1212121212121209,1
Uruguay,Yugoslavia,0.42857142857142855,0.42424242424242425,1.5535714285714286,1.6666666666666667,1
Uruguay,Argentina,0.42857142857142855,0.5308641975308642,1.5535714285714286,1.6913580246913582,1
Argentina,Sweden,0.5308641975308642,0.3725490196078432,1.6913580246913582,1.568627450980392,0
Austria,France,0.4137931034482759,0.5151515151515151,1.4827586206896552,1.818181818181818,1
Belgium,Germany,0.4166666666666667,0.6146788990825688,1.4166666666666667,2.073394495412844,0
Brazil,Spain,0.6697247706422018,0.4761904761904762,2.1009174311926606,1.5714285714285714,0
Czechoslovakia,Romania,0.36666666666666653,0.3809523809523809,1.4666666666666666,1.4285714285714286,1
Egypt,Hungary,0.0,0.46875,0.7142857142857143,2.71875,0
Italy,USA,0.5421686746987951,0.24242424242424246,1.5421686746987953,1.1212121212121209,1
Netherlands,Switzerland,0.54,0.32432432432432434,1.72,1.351351351351351,0
Austria,Hungary,0.4137931034482759,0.46875,1.4827586206896552,2.71875,1
Czechoslovakia,Switzerland,0.36666666666666653,0.32432432432432434,1.4666666666666666,1.351351351351351,1
Germany,Sweden,0.6146788990825688,0.3725490196078432,2.073394495412844,1.568627450980392,1
Italy,Spain,0.5421686746987951,0.4761904761904762,1.5421686746987953,1.5714285714285714,-1
Italy,Spain,0.5421686746987951,0.4761904761904762,1.5421686746987953,1.5714285714285714,1
Czechoslovakia,Germany,0.36666666666666653,0.6146788990825688,1.4666666666666666,2.073394495412844,1
Italy,Austria,0.5421686746987951,0.4137931034482759,1.5421686746987953,1.4827586206896552,1
Austria,Germany,0.4137931034482759,0.6146788990825688,1.4827586206896552,2.073394495412844,0
Italy,Czechoslovakia,0.5421686746987951,0.36666666666666653,1.5421686746987953,1.4666666666666666,1
Germany,Switzerland,0.6146788990825688,0.32432432432432434,2.073394495412844,1.351351351351351,-1
Brazil,Poland,0.6697247706422018,0.4705882352941176,2.1009174311926606,1.3529411764705883,1
Cuba,Romania,0.3333333333333333,0.3809523809523809,1.6666666666666667,1.4285714285714286,-1
Czechoslovakia,Netherlands,0.36666666666666653,0.54,1.4666666666666666,1.72,1
France,Belgium,0.5151515151515151,0.4166666666666667,1.818181818181818,1.4166666666666667,1
Hungary,Indonesia,0.46875,0.0,2.71875,0.0,1
Italy,Norway,0.5421686746987951,0.25,1.5421686746987953,0.875,1
Cuba,Romania,0.3333333333333333,0.3809523809523809,1.6666666666666667,1.4285714285714286,1
Germany,Switzerland,0.6146788990825688,0.32432432432432434,2.073394495412844,1.351351351351351,0
Brazil,Czechoslovakia,0.6697247706422018,0.36666666666666653,2.1009174311926606,1.4666666666666666,-1
Cuba,Sweden,0.3333333333333333,0.3725490196078432,1.6666666666666667,1.568627450980392,0
France,Italy,0.5151515151515151,0.5421686746987951,1.818181818181818,1.5421686746987953,0
Hungary,Switzerland,0.46875,0.32432432432432434,2.71875,1.351351351351351,1
Brazil,Czechoslovakia,0.6697247706422018,0.36666666666666653,2.1009174311926606,1.4666666666666666,1
Brazil,Italy,0.6697247706422018,0.5421686746987951,2.1009174311926606,1.5421686746987953,0
Hungary,Sweden,0.46875,0.3725490196078432,2.71875,1.568627450980392,1
Brazil,Sweden,0.6697247706422018,0.3725490196078432,2.1009174311926606,1.568627450980392,1
Hungary,Italy,0.46875,0.5421686746987951,2.71875,1.5421686746987953,0
Brazil,Mexico,0.6697247706422018,0.2807017543859649,2.1009174311926606,1.0526315789473684,1
Chile,England,0.3333333333333333,0.42028985507246375,1.2121212121212122,1.318840579710145,0
Italy,Sweden,0.5421686746987951,0.3725490196078432,1.5421686746987953,1.568627450980392,0
Spain,USA,0.4761904761904762,0.24242424242424246,1.5714285714285714,1.1212121212121209,1
Switzerland,Yugoslavia,0.32432432432432434,0.42424242424242425,1.351351351351351,1.6666666666666667,0
Brazil,Switzerland,0.6697247706422018,0.32432432432432434,2.1009174311926606,1.351351351351351,-1
Mexico,Yugoslavia,0.2807017543859649,0.42424242424242425,1.0526315789473684,1.6666666666666667,0
Chile,Spain,0.3333333333333333,0.4761904761904762,1.2121212121212122,1.5714285714285714,0
England,USA,0.42028985507246375,0.24242424242424246,1.318840579710145,1.1212121212121209,0
Paraguay,Sweden,0.25925925925925924,0.3725490196078432,1.1111111111111112,1.568627450980392,-1
Brazil,Yugoslavia,0.6697247706422018,0.42424242424242425,2.1009174311926606,1.6666666666666667,1
Bolivia,Uruguay,0.0,0.42857142857142855,0.16666666666666666,1.5535714285714286,0
Chile,USA,0.3333333333333333,0.24242424242424246,1.2121212121212122,1.1212121212121209,1
England,Spain,0.42028985507246375,0.4761904761904762,1.318840579710145,1.5714285714285714,0
Italy,Paraguay,0.5421686746987951,0.25925925925925924,1.5421686746987953,1.1111111111111112,1
Mexico,Switzerland,0.2807017543859649,0.32432432432432434,1.0526315789473684,1.351351351351351,0
Brazil,Sweden,0.6697247706422018,0.3725490196078432,2.1009174311926606,1.568627450980392,1
Spain,Uruguay,0.4761904761904762,0.42857142857142855,1.5714285714285714,1.5535714285714286,-1
Brazil,Spain,0.6697247706422018,0.4761904761904762,2.1009174311926606,1.5714285714285714,1
Sweden,Uruguay,0.3725490196078432,0.42857142857142855,1.568627450980392,1.5535714285714286,0
Brazil,Uruguay,0.6697247706422018,0.42857142857142855,2.1009174311926606,1.5535714285714286,0
Spain,Sweden,0.4761904761904762,0.3725490196078432,1.5714285714285714,1.568627450980392,0
Austria,Scotland,0.4137931034482759,0.17391304347826084,1.4827586206896552,1.0869565217391304,1
Brazil,Mexico,0.6697247706422018,0.2807017543859649,2.1009174311926606,1.0526315789473684,1
Czechoslovakia,Uruguay,0.36666666666666653,0.42857142857142855,1.4666666666666666,1.5535714285714286,0
France,Yugoslavia,0.5151515151515151,0.42424242424242425,1.818181818181818,1.6666666666666667,0
Belgium,England,0.4166666666666667,0.42028985507246375,1.4166666666666667,1.318840579710145,-1
Germany,Turkey,0.6146788990825688,0.5,2.073394495412844,2.0,1
